id_permintaan,id_poktan,id_komoditas,tanggal_permintaan,volume_permintaan,harga_satuan_transaksi,fase_musim,curah_hujan_mm,status_data
374,5,2,2025-06-18,376.74,14409.39,Gadu,17.05,Cleaned
375,5,3,2025-06-18,71.53,80972.91,Gadu,11.28,Cleaned
376,1,1,2025-06-25,238.61,24300.68,Gadu,16.61,Cleaned
377,1,2,2025-06-25,369.79,13762.93,Gadu,57.81,Cleaned
378,1,3,2025-06-25,51.83,92428.28,Gadu,14.98,Cleaned
379,2,1,2025-06-25,475.18,25269.01,Gadu,32.33,Cleaned
380,2,2,2025-06-25,235.34,14416.57,Gadu,69.14,Cleaned
381,2,3,2025-06-25,41.6,83248.69,Gadu,11.63,Cleaned
382,3,1,2025-06-25,252.05,24736.01,Gadu,67.01,Cleaned
383,3,2,2025-06-25,130.09,15301.78,Gadu,29.73,Cleaned
384,3,3,2025-06-25,44.74,85266.55,Gadu,18.27,Cleaned
385,4,1,2025-06-25,239.27,27096.96,Gadu,58.77,Cleaned
386,4,2,2025-06-25,312.03,14990.89,Gadu,54.03,Cleaned
387,4,3,2025-06-25,53.42,93366.69,Gadu,71.42,Cleaned
388,5,1,2025-06-25,450.09,26757.12,Gadu,61.45,Cleaned
389,5,2,2025-06-25,376.03,14125.53,Gadu,66.24,Cleaned
390,5,3,2025-06-25,44.23,92320.12,Gadu,29.74,Cleaned
392,1,2,2025-07-02,339.35,13849.1,Bera,67.74,Cleaned
393,1,3,2025-07-02,36.8,90396.65,Bera,125.06,Cleaned
394,2,1,2025-07-02,446.52,24403.12,Bera,130.68,Cleaned
395,2,2,2025-07-02,394.36,16133.92,Bera,149.05,Cleaned
396,2,3,2025-07-02,45.31,91256.96,Bera,91.26,Cleaned
397,3,1,2025-07-02,162.95,26529.63,Bera,87.2,Cleaned
398,3,2,2025-07-02,408.31,15870.09,Bera,127.64,Cleaned
399,3,3,2025-07-02,48.85,81679.55,Bera,84.08,Cleaned
400,4,1,2025-07-02,399.03,22904.6,Bera,143.08,Cleaned
401,4,2,2025-07-02,172.45,14708.94,Bera,135.84,Cleaned
402,4,3,2025-07-02,44.01,79449.92,Bera,92.9,Cleaned
403,5,1,2025-07-02,300.42,25974.76,Bera,125.09,Cleaned
404,5,2,2025-07-02,303.76,14538.3,Bera,125.45,Cleaned
405,5,3,2025-07-02,45.5,93085.37,Bera,60.31,Cleaned
407,1,2,2025-07-09,214.59,15422.92,Bera,140.26,Cleaned
408,1,3,2025-07-09,48.58,90482.17,Bera,100.53,Cleaned
409,2,1,2025-07-09,309.62,23162.62,Bera,132.65,Cleaned
410,2,2,2025-07-09,341.16,16086.04,Bera,82.0,Cleaned
411,2,3,2025-07-09,57.12,92186.87,Bera,139.55,Cleaned
412,3,1,2025-07-09,210.03,24935.31,Bera,88.92,Cleaned
413,3,2,2025-07-09,177.27,15318.76,Bera,51.08,Cleaned
414,3,3,2025-07-09,62.78,89501.77,Bera,140.54,Cleaned
415,4,1,2025-07-09,326.59,23374.19,Bera,59.13,Cleaned
416,4,2,2025-07-09,240.12,15007.7,Bera,81.93,Cleaned
417,4,3,2025-07-09,65.51,83277.27,Bera,145.01,Cleaned
418,5,1,2025-07-09,309.25,23231.87,Bera,145.06,Cleaned
419,5,2,2025-07-09,394.34,14602.6,Bera,107.34,Cleaned
420,5,3,2025-07-09,50.68,77658.93,Bera,113.18,Cleaned
422,1,2,2025-07-16,440.43,13577.44,Bera,94.84,Cleaned
423,1,3,2025-07-16,47.51,78797.83,Bera,79.32,Cleaned
424,2,1,2025-07-16,377.73,27315.58,Bera,82.87,Cleaned
425,2,2,2025-07-16,351.63,15148.59,Bera,117.25,Cleaned
426,2,3,2025-07-16,63.69,92918.98,Bera,125.24,Cleaned
427,3,1,2025-07-16,222.81,24662.49,Bera,129.16,Cleaned
428,3,2,2025-07-16,354.88,14435.45,Bera,128.96,Cleaned
429,3,3,2025-07-16,60.58,85104.41,Bera,59.12,Cleaned
430,4,1,2025-07-16,159.3,24697.56,Bera,99.44,Cleaned
431,4,2,2025-07-16,205.34,13816.99,Bera,55.76,Cleaned
432,4,3,2025-07-16,29.61,87394.05,Bera,104.95,Cleaned
433,5,1,2025-07-16,278.45,23580.19,Bera,94.15,Cleaned
434,5,2,2025-07-16,357.4,15358.76,Bera,138.77,Cleaned
435,5,3,2025-07-16,65.02,87553.42,Bera,85.09,Cleaned
436,1,1,2025-07-23,305.93,23260.12,Bera,61.71,Cleaned
437,1,2,2025-07-23,430.29,13684.05,Bera,64.3,Cleaned
438,1,3,2025-07-23,36.2,89772.95,Bera,126.15,Cleaned
439,2,1,2025-07-23,163.73,24799.0,Bera,111.82,Cleaned
440,2,2,2025-07-23,304.6,13674.49,Bera,60.11,Cleaned
441,2,3,2025-07-23,53.84,93412.73,Bera,58.41,Cleaned
442,3,1,2025-07-23,297.38,22788.9,Bera,120.1,Cleaned
443,3,2,2025-07-23,134.6,15585.11,Bera,57.28,Cleaned
444,3,3,2025-07-23,49.11,93222.54,Bera,132.19,Cleaned
445,4,1,2025-07-23,195.64,23695.9,Bera,120.62,Cleaned
446,4,2,2025-07-23,353.57,13926.75,Bera,58.13,Cleaned
447,4,3,2025-07-23,53.67,78563.54,Bera,58.48,Cleaned
448,5,1,2025-07-23,224.81,24016.38,Bera,148.66,Cleaned
449,5,2,2025-07-23,258.89,13803.14,Bera,87.43,Cleaned
450,5,3,2025-07-23,39.41,88266.74,Bera,87.06,Cleaned
451,1,1,2025-07-30,294.99,22811.46,Bera,131.28,Cleaned
452,1,2,2025-07-30,389.71,15028.27,Bera,144.72,Cleaned
453,1,3,2025-07-30,40.14,93443.85,Bera,148.6,Cleaned
454,2,1,2025-07-30,340.32,26569.85,Bera,125.34,Cleaned
455,2,2,2025-07-30,257.58,15345.66,Bera,87.63,Cleaned
456,2,3,2025-07-30,42.07,81706.31,Bera,58.35,Cleaned
457,3,1,2025-07-30,291.44,25619.48,Bera,127.71,Cleaned
458,3,2,2025-07-30,217.18,15081.12,Bera,105.84,Cleaned
459,3,3,2025-07-30,44.46,83743.42,Bera,92.42,Cleaned
460,4,1,2025-07-30,204.17,23153.55,Bera,140.64,Cleaned
461,4,2,2025-07-30,457.18,16159.81,Bera,61.12,Cleaned
462,4,3,2025-07-30,50.35,84146.34,Bera,99.26,Cleaned
463,5,1,2025-07-30,244.02,23473.11,Bera,51.14,Cleaned
464,5,2,2025-07-30,317.12,14603.28,Bera,96.87,Cleaned
465,5,3,2025-07-30,48.88,83540.21,Bera,55.63,Cleaned
466,1,1,2025-08-06,282.32,26637.69,Bera,61.88,Cleaned
467,1,2,2025-08-06,349.13,15700.84,Bera,61.75,Cleaned
468,1,3,2025-08-06,57.58,89578.18,Bera,114.92,Cleaned
469,2,1,2025-08-06,257.56,22555.16,Bera,124.6,Cleaned
470,2,2,2025-08-06,253.93,14748.46,Bera,108.34,Cleaned
471,2,3,2025-08-06,47.25,84682.85,Bera,146.22,Cleaned
473,3,2,2025-08-06,178.78,13557.58,Bera,87.49,Cleaned
474,3,3,2025-08-06,63.67,80916.82,Bera,78.57,Cleaned
475,4,1,2025-08-06,431.6,26301.45,Bera,136.86,Cleaned
476,4,2,2025-08-06,280.08,13911.33,Bera,72.36,Cleaned
477,4,3,2025-08-06,55.77,85600.27,Bera,146.32,Cleaned
478,5,1,2025-08-06,324.9,23576.01,Bera,51.22,Cleaned
479,5,2,2025-08-06,274.11,13536.36,Bera,146.99,Cleaned
480,5,3,2025-08-06,61.2,80600.42,Bera,54.32,Cleaned
481,1,1,2025-08-13,289.77,27379.37,Bera,139.11,Cleaned
482,1,2,2025-08-13,283.08,15904.61,Bera,102.77,Cleaned
483,1,3,2025-08-13,33.94,92812.8,Bera,149.3,Cleaned
484,2,1,2025-08-13,316.28,24939.27,Bera,57.38,Cleaned
485,2,2,2025-08-13,239.49,13829.21,Bera,105.39,Cleaned
486,2,3,2025-08-13,35.78,85815.31,Bera,146.93,Cleaned
487,3,1,2025-08-13,248.27,24771.89,Bera,102.31,Cleaned
488,3,2,2025-08-13,213.48,16033.07,Bera,112.94,Cleaned
489,3,3,2025-08-13,66.87,78167.4,Bera,119.57,Cleaned
490,4,1,2025-08-13,370.53,24941.21,Bera,95.45,Cleaned
491,4,2,2025-08-13,299.36,13950.15,Bera,112.76,Cleaned
492,4,3,2025-08-13,64.8,82019.49,Bera,108.43,Cleaned
493,5,1,2025-08-13,306.19,26186.79,Bera,140.12,Cleaned
494,5,2,2025-08-13,231.1,14928.05,Bera,54.54,Cleaned
495,5,3,2025-08-13,65.23,82890.1,Bera,78.1,Cleaned
496,1,1,2025-08-20,343.11,24472.38,Bera,145.04,Cleaned
497,1,2,2025-08-20,217.02,14878.34,Bera,139.03,Cleaned
498,1,3,2025-08-20,40.78,89845.28,Bera,95.57,Cleaned
499,2,1,2025-08-20,229.95,26960.42,Bera,112.01,Cleaned
500,2,2,2025-08-20,189.38,16366.0,Bera,77.74,Cleaned
501,2,3,2025-08-20,59.26,89877.36,Bera,68.81,Cleaned
502,3,1,2025-08-20,452.75,24077.03,Bera,96.37,Cleaned
503,3,2,2025-08-20,188.11,15564.4,Bera,85.34,Cleaned
504,3,3,2025-08-20,58.93,83939.25,Bera,108.37,Cleaned
505,4,1,2025-08-20,247.95,23773.35,Bera,57.77,Cleaned
506,4,2,2025-08-20,261.03,16022.61,Bera,147.44,Cleaned
507,4,3,2025-08-20,44.08,77153.25,Bera,148.62,Cleaned
508,5,1,2025-08-20,230.88,27008.81,Bera,119.82,Cleaned
509,5,2,2025-08-20,303.88,14884.43,Bera,103.61,Cleaned
510,5,3,2025-08-20,41.69,87332.43,Bera,80.95,Cleaned
511,1,1,2025-08-27,321.64,25796.77,Bera,131.38,Cleaned
512,1,2,2025-08-27,295.98,16185.35,Bera,118.47,Cleaned
513,1,3,2025-08-27,47.61,87323.38,Bera,66.26,Cleaned
514,2,1,2025-08-27,227.39,25569.67,Bera,141.09,Cleaned
515,2,2,2025-08-27,208.52,13699.96,Bera,132.25,Cleaned
516,2,3,2025-08-27,57.55,85312.94,Bera,144.98,Cleaned
517,3,1,2025-08-27,340.07,23250.85,Bera,122.57,Cleaned
518,3,2,2025-08-27,221.8,15712.3,Bera,111.34,Cleaned
519,3,3,2025-08-27,50.99,85207.77,Bera,91.82,Cleaned
520,4,1,2025-08-27,360.11,25901.14,Bera,143.27,Cleaned
521,4,2,2025-08-27,166.45,13625.02,Bera,136.61,Cleaned
522,4,3,2025-08-27,55.43,77941.46,Bera,54.52,Cleaned
523,5,1,2025-08-27,250.06,26081.62,Bera,52.64,Cleaned
524,5,2,2025-08-27,345.65,13716.25,Bera,87.65,Cleaned
525,5,3,2025-08-27,42.37,77711.36,Bera,131.06,Cleaned
526,1,1,2025-09-03,155.61,22560.54,Bera,148.73,Cleaned
527,1,2,2025-09-03,169.8,16369.5,Bera,65.04,Cleaned
528,1,3,2025-09-03,50.48,89037.64,Bera,109.41,Cleaned
529,2,1,2025-09-03,320.78,24266.26,Bera,88.09,Cleaned
530,2,2,2025-09-03,227.65,14389.61,Bera,146.99,Cleaned
531,2,3,2025-09-03,56.39,82444.95,Bera,134.21,Cleaned
532,3,1,2025-09-03,167.08,26373.27,Bera,133.83,Cleaned
533,3,2,2025-09-03,294.71,15484.11,Bera,96.87,Cleaned
534,3,3,2025-09-03,37.89,79648.32,Bera,91.48,Cleaned
535,4,1,2025-09-03,305.9,23370.55,Bera,77.34,Cleaned
536,4,2,2025-09-03,303.79,13795.19,Bera,55.64,Cleaned
537,4,3,2025-09-03,41.4,87725.15,Bera,136.47,Cleaned
538,5,1,2025-09-03,269.24,26321.86,Bera,131.29,Cleaned
539,5,2,2025-09-03,380.5,14295.14,Bera,149.97,Cleaned
540,5,3,2025-09-03,44.23,76856.06,Bera,149.66,Cleaned
541,1,1,2025-09-10,366.86,22910.86,Bera,105.54,Cleaned
542,1,2,2025-09-10,209.62,16403.58,Bera,126.9,Cleaned
543,1,3,2025-09-10,55.3,81522.56,Bera,144.48,Cleaned
544,2,1,2025-09-10,326.17,26346.12,Bera,134.96,Cleaned
545,2,2,2025-09-10,102.27,15373.99,Bera,74.73,Cleaned
546,2,3,2025-09-10,42.03,82992.97,Bera,95.05,Cleaned
547,3,1,2025-09-10,346.17,23528.44,Bera,62.92,Cleaned
548,3,2,2025-09-10,283.76,13864.16,Bera,145.41,Cleaned
549,3,3,2025-09-10,53.71,86955.22,Bera,110.62,Cleaned
550,4,1,2025-09-10,251.68,26373.17,Bera,72.86,Cleaned
551,4,2,2025-09-10,306.93,15431.71,Bera,117.17,Cleaned
552,4,3,2025-09-10,48.44,85515.14,Bera,111.81,Cleaned
553,5,1,2025-09-10,393.42,22709.76,Bera,85.82,Cleaned
554,5,2,2025-09-10,320.35,16405.47,Bera,61.36,Cleaned
555,5,3,2025-09-10,53.38,90078.14,Bera,117.16,Cleaned
556,1,1,2025-09-17,267.05,23964.11,Bera,102.03,Cleaned
557,1,2,2025-09-17,260.99,16439.91,Bera,127.23,Cleaned
558,1,3,2025-09-17,45.67,86731.99,Bera,102.02,Cleaned
559,2,1,2025-09-17,331.56,25412.11,Bera,135.22,Cleaned
560,2,2,2025-09-17,266.32,15744.22,Bera,105.19,Cleaned
561,2,3,2025-09-17,52.9,90300.09,Bera,106.09,Cleaned
562,3,1,2025-09-17,466.03,25782.39,Bera,137.67,Cleaned
563,3,2,2025-09-17,369.69,13884.29,Bera,90.35,Cleaned
564,3,3,2025-09-17,46.74,82250.55,Bera,63.4,Cleaned
565,4,1,2025-09-17,396.1,27140.42,Bera,52.88,Cleaned
566,4,2,2025-09-17,267.35,14173.85,Bera,125.51,Cleaned
567,4,3,2025-09-17,29.62,82826.84,Bera,112.03,Cleaned
568,5,1,2025-09-17,219.35,24660.38,Bera,120.41,Cleaned
569,5,2,2025-09-17,150.34,14818.21,Bera,71.3,Cleaned
570,5,3,2025-09-17,46.48,86919.97,Bera,63.64,Cleaned
571,1,1,2025-09-24,301.47,27215.38,Bera,51.45,Cleaned
572,1,2,2025-09-24,434.11,14222.08,Bera,85.06,Cleaned
573,1,3,2025-09-24,53.27,78565.52,Bera,108.99,Cleaned
574,2,1,2025-09-24,282.47,23487.35,Bera,89.22,Cleaned
575,2,2,2025-09-24,366.35,16160.77,Bera,93.75,Cleaned
576,2,3,2025-09-24,27.89,87478.78,Bera,140.42,Cleaned
577,3,1,2025-09-24,318.85,23929.53,Bera,84.83,Cleaned
578,3,2,2025-09-24,361.67,15947.84,Bera,101.4,Cleaned
579,3,3,2025-09-24,35.21,91143.29,Bera,128.37,Cleaned
580,4,1,2025-09-24,391.5,26732.57,Bera,89.65,Cleaned
581,4,2,2025-09-24,327.08,16256.78,Bera,112.21,Cleaned
582,4,3,2025-09-24,45.85,80788.1,Bera,136.24,Cleaned
583,5,1,2025-09-24,350.62,26275.21,Bera,144.95,Cleaned
584,5,2,2025-09-24,481.66,14881.62,Bera,64.71,Cleaned
585,5,3,2025-09-24,51.82,90813.98,Bera,142.66,Cleaned
586,1,1,2025-10-01,319.86,26142.45,Bera,99.21,Cleaned
587,1,2,2025-10-01,263.25,15829.34,Bera,75.82,Cleaned
588,1,3,2025-10-01,41.5,87654.75,Bera,95.91,Cleaned
589,2,1,2025-10-01,345.46,23387.14,Bera,148.0,Cleaned
590,2,2,2025-10-01,231.51,15135.08,Bera,99.26,Cleaned
591,2,3,2025-10-01,50.72,93239.39,Bera,82.88,Cleaned
592,3,1,2025-10-01,261.79,27186.94,Bera,113.34,Cleaned
593,3,2,2025-10-01,338.32,13629.52,Bera,74.01,Cleaned
594,3,3,2025-10-01,53.34,79301.85,Bera,57.59,Cleaned
595,4,1,2025-10-01,383.0,23158.64,Bera,62.89,Cleaned
596,4,2,2025-10-01,259.2,15677.94,Bera,62.8,Cleaned
597,4,3,2025-10-01,47.3,90402.35,Bera,65.19,Cleaned
598,5,1,2025-10-01,221.7,23567.56,Bera,63.88,Cleaned
599,5,2,2025-10-01,264.46,15017.56,Bera,114.09,Cleaned
600,5,3,2025-10-01,53.77,90791.95,Bera,68.19,Cleaned
601,1,1,2025-10-08,360.56,26164.01,Bera,84.57,Cleaned
602,1,2,2025-10-08,226.23,15126.71,Bera,139.68,Cleaned
604,2,1,2025-10-08,408.45,25451.74,Bera,97.4,Cleaned
605,2,2,2025-10-08,333.07,15025.08,Bera,116.76,Cleaned
606,2,3,2025-10-08,68.77,81558.32,Bera,67.23,Cleaned
607,3,1,2025-10-08,238.1,25325.11,Bera,69.23,Cleaned
608,3,2,2025-10-08,200.43,15566.66,Bera,54.09,Cleaned
609,3,3,2025-10-08,32.21,91346.49,Bera,66.89,Cleaned
610,4,1,2025-10-08,419.68,25681.46,Bera,77.86,Cleaned
611,4,2,2025-10-08,352.35,15783.36,Bera,67.7,Cleaned
612,4,3,2025-10-08,49.44,79221.22,Bera,58.87,Cleaned
613,5,1,2025-10-08,322.4,24807.79,Bera,62.06,Cleaned
614,5,2,2025-10-08,209.96,13527.99,Bera,96.08,Cleaned
615,5,3,2025-10-08,74.46,80693.54,Bera,70.63,Cleaned
616,1,1,2025-10-15,310.34,26132.31,Bera,86.43,Cleaned
617,1,2,2025-10-15,308.75,16475.43,Bera,100.34,Cleaned
618,1,3,2025-10-15,57.26,78186.03,Bera,119.04,Cleaned
619,2,1,2025-10-15,338.48,24507.47,Bera,53.93,Cleaned
620,2,2,2025-10-15,317.91,15900.21,Bera,129.94,Cleaned
621,2,3,2025-10-15,42.1,79968.61,Bera,112.79,Cleaned
622,3,1,2025-10-15,337.72,25275.42,Bera,58.18,Cleaned
623,3,2,2025-10-15,450.56,15699.21,Bera,137.36,Cleaned
624,3,3,2025-10-15,63.45,86971.75,Bera,142.09,Cleaned
625,4,1,2025-10-15,427.45,23440.12,Bera,56.11,Cleaned
626,4,2,2025-10-15,259.1,14566.15,Bera,77.69,Cleaned
627,4,3,2025-10-15,40.1,89824.46,Bera,130.62,Cleaned
628,5,1,2025-10-15,289.94,25271.13,Bera,124.83,Cleaned
629,5,2,2025-10-15,304.46,13515.69,Bera,68.45,Cleaned
630,5,3,2025-10-15,60.94,89436.84,Bera,70.93,Cleaned
631,1,1,2025-10-22,164.6,22676.56,Bera,87.05,Cleaned
632,1,2,2025-10-22,422.36,15737.2,Bera,98.45,Cleaned
633,1,3,2025-10-22,48.42,79942.17,Bera,111.83,Cleaned
634,2,1,2025-10-22,265.85,27290.37,Bera,86.89,Cleaned
635,2,2,2025-10-22,219.03,14603.82,Bera,96.25,Cleaned
636,2,3,2025-10-22,33.45,82057.84,Bera,124.75,Cleaned
637,3,1,2025-10-22,365.85,23244.44,Bera,53.67,Cleaned
638,3,2,2025-10-22,305.87,14416.81,Bera,75.24,Cleaned
639,3,3,2025-10-22,37.1,91403.06,Bera,121.33,Cleaned
640,4,1,2025-10-22,196.39,27481.67,Bera,139.52,Cleaned
641,4,2,2025-10-22,273.14,14604.93,Bera,101.17,Cleaned
642,4,3,2025-10-22,66.69,84126.38,Bera,103.21,Cleaned
643,5,1,2025-10-22,279.23,26110.35,Bera,60.72,Cleaned
644,5,2,2025-10-22,179.75,16158.59,Bera,94.74,Cleaned
645,5,3,2025-10-22,47.54,86581.75,Bera,103.26,Cleaned
646,1,1,2025-10-29,278.18,24457.63,Bera,74.25,Cleaned
647,1,2,2025-10-29,84.25,14737.87,Bera,76.92,Cleaned
648,1,3,2025-10-29,49.46,88325.51,Bera,87.73,Cleaned
650,2,2,2025-10-29,355.7,13509.65,Bera,52.01,Cleaned
651,2,3,2025-10-29,68.49,87033.02,Bera,82.21,Cleaned
652,3,1,2025-10-29,390.13,24277.47,Bera,71.14,Cleaned
653,3,2,2025-10-29,278.49,15882.59,Bera,82.75,Cleaned
654,3,3,2025-10-29,38.93,78080.84,Bera,61.98,Cleaned
656,4,2,2025-10-29,304.74,15264.61,Bera,139.05,Cleaned
657,4,3,2025-10-29,50.14,84676.54,Bera,109.36,Cleaned
658,5,1,2025-10-29,298.07,25711.63,Bera,117.91,Cleaned
659,5,2,2025-10-29,315.85,13694.56,Bera,128.92,Cleaned
660,5,3,2025-10-29,48.56,86359.72,Bera,99.84,Cleaned
661,1,1,2025-11-05,254.11,25307.42,Rendeng,221.73,Cleaned
662,1,2,2025-11-05,256.25,15181.98,Rendeng,334.28,Cleaned
663,1,3,2025-11-05,49.67,86759.29,Rendeng,346.71,Cleaned
664,2,1,2025-11-05,256.53,25882.34,Rendeng,386.36,Cleaned
665,2,2,2025-11-05,242.97,15914.97,Rendeng,307.91,Cleaned
666,2,3,2025-11-05,62.86,81086.95,Rendeng,231.9,Cleaned
667,3,1,2025-11-05,279.6,26625.25,Rendeng,270.94,Cleaned
668,3,2,2025-11-05,420.32,14994.77,Rendeng,290.77,Cleaned
670,4,1,2025-11-05,387.32,22885.29,Rendeng,361.48,Cleaned
671,4,2,2025-11-05,399.69,13675.65,Rendeng,342.69,Cleaned
672,4,3,2025-11-05,29.27,82182.05,Rendeng,289.02,Cleaned
673,5,1,2025-11-05,272.58,26424.48,Rendeng,446.63,Cleaned
674,5,2,2025-11-05,336.36,15623.04,Rendeng,351.44,Cleaned
675,5,3,2025-11-05,35.92,89906.45,Rendeng,259.31,Cleaned
676,1,1,2025-11-12,237.77,25086.35,Rendeng,225.45,Cleaned
677,1,2,2025-11-12,211.15,14820.6,Rendeng,238.21,Cleaned
678,1,3,2025-11-12,67.52,79006.69,Rendeng,261.49,Cleaned
679,2,1,2025-11-12,302.9,24140.96,Rendeng,240.17,Cleaned
680,2,2,2025-11-12,401.72,14802.06,Rendeng,246.64,Cleaned
681,2,3,2025-11-12,57.22,78006.21,Rendeng,271.27,Cleaned
682,3,1,2025-11-12,209.68,23603.06,Rendeng,243.34,Cleaned
683,3,2,2025-11-12,258.04,15294.68,Rendeng,424.19,Cleaned
684,3,3,2025-11-12,54.89,89006.27,Rendeng,220.06,Cleaned
685,4,1,2025-11-12,202.23,27491.74,Rendeng,331.13,Cleaned
686,4,2,2025-11-12,357.04,16299.34,Rendeng,302.6,Cleaned
687,4,3,2025-11-12,47.6,87423.61,Rendeng,445.59,Cleaned
688,5,1,2025-11-12,270.01,24606.24,Rendeng,228.01,Cleaned
689,5,2,2025-11-12,356.88,15408.53,Rendeng,299.46,Cleaned
690,5,3,2025-11-12,54.44,89856.08,Rendeng,442.37,Cleaned
691,1,1,2025-11-19,271.12,23091.68,Rendeng,416.38,Cleaned
692,1,2,2025-11-19,392.75,14729.71,Rendeng,404.27,Cleaned
693,1,3,2025-11-19,39.19,90776.64,Rendeng,264.48,Cleaned
694,2,1,2025-11-19,349.27,24419.16,Rendeng,242.72,Cleaned
695,2,2,2025-11-19,347.45,15215.62,Rendeng,367.16,Cleaned
696,2,3,2025-11-19,46.9,86492.08,Rendeng,432.34,Cleaned
697,3,1,2025-11-19,326.09,23422.38,Rendeng,339.19,Cleaned
698,3,2,2025-11-19,199.91,14586.71,Rendeng,342.9,Cleaned
699,3,3,2025-11-19,59.24,82186.69,Rendeng,269.99,Cleaned
700,4,1,2025-11-19,285.21,22630.98,Rendeng,392.37,Cleaned
701,4,2,2025-11-19,258.18,13572.58,Rendeng,246.76,Cleaned
702,4,3,2025-11-19,60.49,90638.85,Rendeng,280.92,Cleaned
703,5,1,2025-11-19,243.65,23865.35,Rendeng,306.36,Cleaned
704,5,2,2025-11-19,187.32,15054.24,Rendeng,326.9,Cleaned
705,5,3,2025-11-19,51.94,81578.33,Rendeng,260.6,Cleaned
706,1,1,2025-11-26,348.48,27203.4,Rendeng,228.71,Cleaned
707,1,2,2025-11-26,277.97,14277.89,Rendeng,352.66,Cleaned
708,1,3,2025-11-26,67.55,83804.17,Rendeng,272.16,Cleaned
709,2,1,2025-11-26,354.36,26863.65,Rendeng,345.31,Cleaned
710,2,2,2025-11-26,435.72,16025.8,Rendeng,238.59,Cleaned
711,2,3,2025-11-26,52.11,79663.72,Rendeng,320.29,Cleaned
712,3,1,2025-11-26,292.26,26513.22,Rendeng,333.15,Cleaned
713,3,2,2025-11-26,256.41,14874.56,Rendeng,212.96,Cleaned
714,3,3,2025-11-26,53.99,84710.47,Rendeng,284.15,Cleaned
715,4,1,2025-11-26,296.99,23167.4,Rendeng,233.6,Cleaned
716,4,2,2025-11-26,286.92,13741.8,Rendeng,215.84,Cleaned
717,4,3,2025-11-26,51.14,88874.97,Rendeng,447.49,Cleaned
719,5,2,2025-11-26,270.91,14989.38,Rendeng,280.59,Cleaned
720,5,3,2025-11-26,49.43,83926.46,Rendeng,402.47,Cleaned
721,1,1,2025-12-03,324.62,26147.54,Rendeng,263.66,Cleaned
722,1,2,2025-12-03,163.19,15796.54,Rendeng,370.38,Cleaned
723,1,3,2025-12-03,36.52,79201.44,Rendeng,390.06,Cleaned
724,2,1,2025-12-03,359.46,25551.13,Rendeng,348.91,Cleaned
725,2,2,2025-12-03,313.67,13906.06,Rendeng,317.89,Cleaned
726,2,3,2025-12-03,48.16,89273.38,Rendeng,302.96,Cleaned
727,3,1,2025-12-03,301.47,25784.78,Rendeng,287.22,Cleaned
728,3,2,2025-12-03,327.81,16369.84,Rendeng,432.38,Cleaned
729,3,3,2025-12-03,44.6,77672.29,Rendeng,407.65,Cleaned
730,4,1,2025-12-03,237.74,22785.27,Rendeng,441.26,Cleaned
731,4,2,2025-12-03,315.67,14346.56,Rendeng,231.07,Cleaned
732,4,3,2025-12-03,40.22,80949.0,Rendeng,382.72,Cleaned
733,5,1,2025-12-03,332.66,23734.89,Rendeng,434.59,Cleaned
734,5,2,2025-12-03,163.79,16218.76,Rendeng,245.31,Cleaned
735,5,3,2025-12-03,60.29,80742.29,Rendeng,216.62,Cleaned
736,1,1,2025-12-10,337.81,23859.75,Rendeng,385.28,Cleaned
737,1,2,2025-12-10,320.48,15778.19,Rendeng,343.62,Cleaned
738,1,3,2025-12-10,59.83,84145.58,Rendeng,410.46,Cleaned
739,2,1,2025-12-10,433.24,26383.55,Rendeng,234.94,Cleaned
740,2,2,2025-12-10,381.15,13696.1,Rendeng,398.82,Cleaned
741,2,3,2025-12-10,31.59,84788.71,Rendeng,250.41,Cleaned
742,3,1,2025-12-10,320.47,22668.07,Rendeng,240.91,Cleaned
743,3,2,2025-12-10,250.01,13687.96,Rendeng,241.07,Cleaned
744,3,3,2025-12-10,50.26,91909.44,Rendeng,403.64,Cleaned
745,4,1,2025-12-10,341.41,23196.23,Rendeng,366.3,Cleaned
746,4,2,2025-12-10,241.94,15097.26,Rendeng,330.77,Cleaned
747,4,3,2025-12-10,51.87,83488.63,Rendeng,289.71,Cleaned
748,5,1,2025-12-10,239.57,24236.72,Rendeng,419.3,Cleaned
749,5,2,2025-12-10,251.08,16199.5,Rendeng,298.11,Cleaned
750,5,3,2025-12-10,35.93,76871.0,Rendeng,404.15,Cleaned
751,1,1,2025-12-17,226.14,25818.95,Rendeng,309.78,Cleaned
752,1,2,2025-12-17,191.87,16390.18,Rendeng,294.24,Cleaned
753,1,3,2025-12-17,40.24,86022.86,Rendeng,315.67,Cleaned
754,2,1,2025-12-17,384.29,27184.11,Rendeng,275.34,Cleaned
755,2,2,2025-12-17,224.05,13656.77,Rendeng,386.9,Cleaned
756,2,3,2025-12-17,76.32,83619.49,Rendeng,325.68,Cleaned
757,3,1,2025-12-17,339.47,23800.79,Rendeng,258.05,Cleaned
758,3,2,2025-12-17,314.79,15692.46,Rendeng,424.89,Cleaned
759,3,3,2025-12-17,41.42,93182.05,Rendeng,295.97,Cleaned
760,4,1,2025-12-17,356.02,23782.65,Rendeng,335.89,Cleaned
761,4,2,2025-12-17,253.95,15462.52,Rendeng,426.62,Cleaned
762,4,3,2025-12-17,51.22,79867.66,Rendeng,356.06,Cleaned
